CO_IES,NM_IES,CATEG_ADM,CO_UF,NM_UF,NM_REGIAO
1784,Fasc,Privada com fins lucrativos,35,SP,Sudeste
1785,FACIDER,Privada sem fins lucrativos,51,MT,Centro-Oeste
1786,IMES,Privada sem fins lucrativos,31,MG,Sudeste
1788,FAAL,Privada com fins lucrativos,35,SP,Sudeste
1789,ICES,Privada sem fins lucrativos,41,PR,Sul
1790,FASB,Privada sem fins lucrativos,29,BA,Nordeste
1797,UNINORTE,Privada com fins lucrativos,41,PR,Sul
1798,FACED,Privada com fins lucrativos,41,PR,Sul
1800,CESREAL,Privada sem fins lucrativos,41,PR,Sul
1801,DOM BOSCO UBIRATĂ,Privada sem fins lucrativos,41,PR,Sul
1803,FATEC,Privada sem fins lucrativos,26,PE,Nordeste
1804,FAMA,Privada sem fins lucrativos,35,SP,Sudeste
1805,FG,Privada com fins lucrativos,26,PE,Nordeste
1806,FAFE,Privada com fins lucrativos,35,SP,Sudeste
1815,FIBRA,Privada com fins lucrativos,52,GO,Centro-Oeste
1816,IESB,Privada com fins lucrativos,35,SP,Sudeste
1818,FPAS,Privada com fins lucrativos,31,MG,Sudeste
1819,FFB,Privada com fins lucrativos,23,CE,Nordeste
1821,FAC-LIONS,Privada sem fins lucrativos,52,GO,Centro-Oeste
1822,FASAM,Privada com fins lucrativos,52,GO,Centro-Oeste
1825,FEAD,Privada com fins lucrativos,31,MG,Sudeste
1827,FLT,Privada sem fins lucrativos,42,SC,Sul
1828,ESCOLA DA CIDADE,Privada sem fins lucrativos,35,SP,Sudeste
1831,CESI,Privada sem fins lucrativos,35,SP,Sudeste
1832,FAJAB,Privada sem fins lucrativos,35,SP,Sudeste
1834,FAAG,Privada sem fins lucrativos,35,SP,Sudeste
1835,FIESC,Pública Municipal,17,TO,Norte
1836,UNIFEOB,Privada sem fins lucrativos,35,SP,Sudeste
1837,ESUV,Privada com fins lucrativos,31,MG,Sudeste
1838,FRB,Privada sem fins lucrativos,35,SP,Sudeste
1839,FIAVEC,Privada sem fins lucrativos,51,MT,Centro-Oeste
1840,FCB,Privada sem fins lucrativos,32,ES,Sudeste
1841,TOLEDO PRUDENTE,Privada sem fins lucrativos,35,SP,Sudeste
1842,FEMA,Privada sem fins lucrativos,43,RS,Sul
1843,FACAMP,Privada sem fins lucrativos,31,MG,Sudeste
1844,FISMA,Privada sem fins lucrativos,35,SP,Sudeste
1846,UNILINS,Privada sem fins lucrativos,35,SP,Sudeste
1850,FACULDADE ALVORADA,Privada sem fins lucrativos,41,PR,Sul
1851,EBAPE,Privada sem fins lucrativos,33,RJ,Sudeste
1852,SABERES,Privada com fins lucrativos,32,ES,Sudeste
1853,IBTA,Privada com fins lucrativos,35,SP,Sudeste
1854,CLARETIANORC,Privada sem fins lucrativos,35,SP,Sudeste
1856,FACNOPAR,Privada sem fins lucrativos,41,PR,Sul
1857,DEHONIANA,Privada sem fins lucrativos,35,SP,Sudeste
1858,FAJ,Privada com fins lucrativos,29,BA,Nordeste
1860,FAJANSSEN,Privada sem fins lucrativos,31,MG,Sudeste
1862,FARESE,Privada com fins lucrativos,32,ES,Sudeste
1863,INTERVALE,Privada com fins lucrativos,31,MG,Sudeste
1864,FABE,Privada sem fins lucrativos,43,RS,Sul
1865,ISEAP,Privada com fins lucrativos,35,SP,Sudeste
1867,FACIG,Privada sem fins lucrativos,31,MG,Sudeste
1868,ISESD,Privada sem fins lucrativos,31,MG,Sudeste
1869,FEPI,Privada sem fins lucrativos,31,MG,Sudeste
1870,FIRA,Pública Municipal,35,SP,Sudeste
1872,FARESC,Privada sem fins lucrativos,41,PR,Sul
1873,FAMERC,Privada sem fins lucrativos,33,RJ,Sudeste
1874,FATEC,Pública Estadual,35,SP,Sudeste
1876,FMPFM,Pública Municipal,35,SP,Sudeste
1877,FAAT,Privada com fins lucrativos,16,AP,Norte
1878,FEI,Privada sem fins lucrativos,35,SP,Sudeste
1879,FACEAR,Privada com fins lucrativos,41,PR,Sul
1880,FACE,Privada com fins lucrativos,32,ES,Sudeste
1881,FAESC,Privada com fins lucrativos,26,PE,Nordeste
1883,FAS,Privada com fins lucrativos,29,BA,Nordeste
1884,FRAN,Privada com fins lucrativos,35,SP,Sudeste
1885,UNDB,Privada com fins lucrativos,21,MA,Nordeste
1886,FMA,Privada sem fins lucrativos,35,SP,Sudeste
1887,DOCTUM,Privada sem fins lucrativos,32,ES,Sudeste
1892,ENIAC,Privada com fins lucrativos,35,SP,Sudeste
1893,FARB/UNIRB,Privada com fins lucrativos,29,BA,Nordeste
1894,FEPAM,Privada com fins lucrativos,26,PE,Nordeste
1895,UNICHRISTUS,Privada com fins lucrativos,23,CE,Nordeste
1898,FALS,Privada com fins lucrativos,35,SP,Sudeste
1899,FANP,Privada com fins lucrativos,41,PR,Sul
1900,FAESP,Privada sem fins lucrativos,41,PR,Sul
1901,FCU,Privada sem fins lucrativos,31,MG,Sudeste
1902,FACSA,Privada com fins lucrativos,29,BA,Nordeste
1903,FACCREI,Privada com fins lucrativos,41,PR,Sul
1904,FASC,Privada sem fins lucrativos,33,RJ,Sudeste
1906,IES-MATERDEI,Privada com fins lucrativos,13,AM,Norte
1907,FAEC,Privada com fins lucrativos,41,PR,Sul
1908,FABRA,Privada sem fins lucrativos,32,ES,Sudeste
1909,FPF,Privada com fins lucrativos,31,MG,Sudeste
1910,FABAC,Privada com fins lucrativos,29,BA,Nordeste
1913,FAMINAS,Privada com fins lucrativos,31,MG,Sudeste
1917,FACIMED,Privada com fins lucrativos,11,RO,Norte
1918,FUCAP,Privada com fins lucrativos,42,SC,Sul
1919,FACET,Privada com fins lucrativos,31,MG,Sudeste
1921,FSB,Privada sem fins lucrativos,35,SP,Sudeste
1923,FAJANSSEN,Privada sem fins lucrativos,31,MG,Sudeste
1925,FACISA,Privada com fins lucrativos,31,MG,Sudeste
1926,UNIPACAT,Privada sem fins lucrativos,31,MG,Sudeste
1930,SINGULARIDADES/ISESP,Privada sem fins lucrativos,35,SP,Sudeste
1931,IESF,Privada com fins lucrativos,21,MA,Nordeste
1932,FAPAS,Privada sem fins lucrativos,43,RS,Sul
1933,FABI,Privada sem fins lucrativos,35,SP,Sudeste
1934,FASIP,Privada com fins lucrativos,51,MT,Centro-Oeste
1937,FACESA,Privada sem fins lucrativos,29,BA,Nordeste
1938,FGU,Privada com fins lucrativos,41,PR,Sul
1939,INESUL,Privada com fins lucrativos,41,PR,Sul
1940,FANS,Privada sem fins lucrativos,31,MG,Sudeste
1941,FAUC,Privada com fins lucrativos,51,MT,Centro-Oeste
1944,IBRATEC,Privada com fins lucrativos,26,PE,Nordeste
1945,FAIS,Privada com fins lucrativos,51,MT,Centro-Oeste
1946,FALEG,Privada com fins lucrativos,35,SP,Sudeste
1948,FESP,Privada com fins lucrativos,25,PB,Nordeste
1949,FACP,Privada com fins lucrativos,35,SP,Sudeste
1950,FAO,Privada com fins lucrativos,35,SP,Sudeste
1952,FACULDADES CATHEDRAL,Privada com fins lucrativos,51,MT,Centro-Oeste
1956,IBESA,Privada sem fins lucrativos,27,AL,Nordeste
1957,SENAI DE JOINVILLE,Privada sem fins lucrativos,42,SC,Sul
1958,CET BLUMENAU,Privada sem fins lucrativos,42,SC,Sul
1961,ITCSAS/CENSA,Privada sem fins lucrativos,33,RJ,Sudeste
1962,ISECENSA,Privada sem fins lucrativos,33,RJ,Sudeste
1966,FALBE,Privada com fins lucrativos,53,DF,Centro-Oeste
1967,FAI,Privada com fins lucrativos,21,MA,Nordeste
1968,FBT,Privada com fins lucrativos,28,SE,Nordeste
1970,UNES,Privada com fins lucrativos,32,ES,Sudeste
1972,TIJUCUSSU,Privada com fins lucrativos,35,SP,Sudeste
1973,ISEOL,Privada sem fins lucrativos,35,SP,Sudeste
1977,CESA,Privada com fins lucrativos,31,MG,Sudeste
1978,FAMETRO,Privada com fins lucrativos,23,CE,Nordeste
1980,SINERGIA,Privada com fins lucrativos,42,SC,Sul
1984,FACIG,Privada com fins lucrativos,31,MG,Sudeste
1988,AVANTIS,Privada com fins lucrativos,42,SC,Sul
1992,IESP,Privada sem fins lucrativos,26,PE,Nordeste
1993,SESPA,Privada com fins lucrativos,31,MG,Sudeste
1995,FAMENE,Privada com fins lucrativos,25,PB,Nordeste
1996,ICEC,Privada sem fins lucrativos,51,MT,Centro-Oeste
1998,ISEED,Privada com fins lucrativos,31,MG,Sudeste
2001,SALT,Privada sem fins lucrativos,29,BA,Nordeste
2005,FACISAS,Privada com fins lucrativos,51,MT,Centro-Oeste
2009,FTGA,Privada sem fins lucrativos,35,SP,Sudeste
2010,ESAMC,Privada com fins lucrativos,35,SP,Sudeste
2012,ISEP,Privada com fins lucrativos,26,PE,Nordeste
2015,ISTA,Privada sem fins lucrativos,31,MG,Sudeste
2022,FAROL,Privada com fins lucrativos,11,RO,Norte
2027,FAC-CG,Privada com fins lucrativos,25,PB,Nordeste
2030,ISECAMP,Privada com fins lucrativos,35,SP,Sudeste
2033,ISEF,Privada com fins lucrativos,26,PE,Nordeste
2035,ULT,Privada com fins lucrativos,41,PR,Sul
2037,FCT,Privada com fins lucrativos,29,BA,Nordeste
2039,FACILUZ,Privada com fins lucrativos,35,SP,Sudeste
2040,FAF,Privada com fins lucrativos,31,MG,Sudeste
2041,SUDAMÉRICA,Privada com fins lucrativos,31,MG,Sudeste
2045,FAMA,Privada com fins lucrativos,28,SE,Nordeste
2049,IESMA,Privada sem fins lucrativos,21,MA,Nordeste
2054,FENA,Privada sem fins lucrativos,50,MS,Centro-Oeste
2056,FAP,Privada com fins lucrativos,35,SP,Sudeste
2058,UNNESA,Privada com fins lucrativos,11,RO,Norte
2067,FACEMP,Privada com fins lucrativos,29,BA,Nordeste
2069,FATECH,Privada sem fins lucrativos,16,AP,Norte
2073,ISE-PADRAO,Privada com fins lucrativos,52,GO,Centro-Oeste
2075,IESA,Privada sem fins lucrativos,27,AL,Nordeste
2076,FARB,Privada com fins lucrativos,29,BA,Nordeste
2077,FAA,Privada sem fins lucrativos,41,PR,Sul
2079,FAI,Privada com fins lucrativos,15,PA,Norte
2082,FCM-PB,Privada com fins lucrativos,25,PB,Nordeste
2084,FACENP,Privada sem fins lucrativos,43,RS,Sul
2085,IBES,Privada sem fins lucrativos,29,BA,Nordeste
2086,IESFI,Privada sem fins lucrativos,41,PR,Sul
2091,ISEPS,Privada sem fins lucrativos,33,RJ,Sudeste
2096,DOCTUM,Privada sem fins lucrativos,31,MG,Sudeste
2098,FAK,Privada sem fins lucrativos,23,CE,Nordeste
2102,FAU,Privada com fins lucrativos,35,SP,Sudeste
2111,INTA,Privada sem fins lucrativos,23,CE,Nordeste
2113,FDB,Privada sem fins lucrativos,43,RS,Sul
2117,FACITEC,Privada com fins lucrativos,41,PR,Sul
2123,FMP,Privada com fins lucrativos,35,SP,Sudeste
2124,CALAFIORI,Privada com fins lucrativos,31,MG,Sudeste
2126,DIREITO RIO,Privada sem fins lucrativos,33,RJ,Sudeste
2128,FGV DIREITO SP,Privada sem fins lucrativos,35,SP,Sudeste
2129,EESP,Privada sem fins lucrativos,35,SP,Sudeste
2131,FAPAN,Privada com fins lucrativos,35,SP,Sudeste
2132,FAB,Privada com fins lucrativos,12,AC,Norte
2134,FAIFA,Privada sem fins lucrativos,52,GO,Centro-Oeste
2137,FASAMAR,Privada com fins lucrativos,17,TO,Norte
2140,FNSL,Privada com fins lucrativos,29,BA,Nordeste
2141,FABAPAR,Privada sem fins lucrativos,41,PR,Sul
2145,FPTEC,Privada sem fins lucrativos,31,MG,Sudeste
2146,FAC,Privada com fins lucrativos,12,AC,Norte
2147,FAMETRO,Privada com fins lucrativos,13,AM,Norte
2148,FAPAL,Privada sem fins lucrativos,17,TO,Norte
2149,FACSUL,Privada sem fins lucrativos,50,MS,Centro-Oeste
2150,FAPI,Privada sem fins lucrativos,22,PI,Nordeste
2154,ISAT,Privada com fins lucrativos,33,RJ,Sudeste
2156,FACESTA,Privada sem fins lucrativos,27,AL,Nordeste
2157,ISESA,Privada sem fins lucrativos,41,PR,Sul
2158,FSM,Privada com fins lucrativos,25,PB,Nordeste
2160,IESSA,Privada sem fins lucrativos,41,PR,Sul
2165,FAFIG,Privada sem fins lucrativos,41,PR,Sul
2168,FCG,Privada sem fins lucrativos,50,MS,Centro-Oeste
2171,IBHES,Privada sem fins lucrativos,31,MG,Sudeste
2173,FAG,Privada com fins lucrativos,35,SP,Sudeste
2174,FASC,Privada sem fins lucrativos,42,SC,Sul
2175,FAMEBLU,Privada com fins lucrativos,42,SC,Sul
2177,FIPEN,Privada com fins lucrativos,35,SP,Sudeste
2180,RATIO,Privada com fins lucrativos,23,CE,Nordeste
2183,CUFSA,Privada sem fins lucrativos,35,SP,Sudeste
2186,FSDB,Privada sem fins lucrativos,13,AM,Norte
2188,ISE - SION,Privada sem fins lucrativos,41,PR,Sul
2189,FACAM-MA,Privada com fins lucrativos,21,MA,Nordeste
2192,ISEI,Privada sem fins lucrativos,43,RS,Sul
2197,FVB,Privada com fins lucrativos,35,SP,Sudeste
2198,FATO,Privada sem fins lucrativos,43,RS,Sul
2200,FAVAG,Privada com fins lucrativos,31,MG,Sudeste
2202,ISEPE Guaratuba,Privada com fins lucrativos,41,PR,Sul
2220,DOCTUM,Privada sem fins lucrativos,31,MG,Sudeste
2222,FASETE,Privada com fins lucrativos,29,BA,Nordeste
2229,FVH,Privada com fins lucrativos,31,MG,Sudeste
2233,FACISABH,Privada com fins lucrativos,31,MG,Sudeste
2237,FATEBE,Privada sem fins lucrativos,15,PA,Norte
2240,FAFOR,Privada sem fins lucrativos,23,CE,Nordeste
2241,FACSUM,Privada sem fins lucrativos,31,MG,Sudeste
2242,FAREC,Privada sem fins lucrativos,26,PE,Nordeste
2243,FAP,Privada sem fins lucrativos,25,PB,Nordeste
2244,FACIMA,Privada sem fins lucrativos,27,AL,Nordeste
2245,FACES,Privada sem fins lucrativos,32,ES,Sudeste
2246,FAMEC,Privada com fins lucrativos,24,RN,Nordeste
2248,FASER,Privada sem fins lucrativos,28,SE,Nordeste
2256,FSM,Privada com fins lucrativos,23,CE,Nordeste
2257,FAD,Privada com fins lucrativos,35,SP,Sudeste
2264,PIT GUARAPARI,Privada com fins lucrativos,32,ES,Sudeste
2266,CAMBURY,Privada com fins lucrativos,52,GO,Centro-Oeste
2270,FAEX,Privada sem fins lucrativos,31,MG,Sudeste
2271,FPI,Privada com fins lucrativos,31,MG,Sudeste
2275,FADISA,Privada com fins lucrativos,31,MG,Sudeste
2279,METROCAMP,Privada com fins lucrativos,35,SP,Sudeste
2282,FAC,Privada com fins lucrativos,41,PR,Sul
2287,ESTEF,Privada sem fins lucrativos,43,RS,Sul
2288,FAR,Privada com fins lucrativos,52,GO,Centro-Oeste
2289,UCESP,Privada sem fins lucrativos,35,SP,Sudeste
2297,FADISMA,Privada com fins lucrativos,43,RS,Sul
2301,FF,Privada sem fins lucrativos,41,PR,Sul
2311,FKMG,Privada sem fins lucrativos,31,MG,Sudeste
2312,FALURB,Privada sem fins lucrativos,41,PR,Sul
2319,ESEC,Privada com fins lucrativos,42,SC,Sul
2320,ISEAT,Privada com fins lucrativos,32,ES,Sudeste
2323,FAMA,Privada com fins lucrativos,11,RO,Norte
2324,FUBSJ,Privada com fins lucrativos,42,SC,Sul
2328,FITB,Privada sem fins lucrativos,35,SP,Sudeste
2330,FCR,Privada sem fins lucrativos,51,MT,Centro-Oeste
2332,FACESPI,Privada com fins lucrativos,35,SP,Sudeste
2334,FCRO,Privada sem fins lucrativos,33,RJ,Sudeste
2336,FMB,Privada com fins lucrativos,52,GO,Centro-Oeste
2341,FALC,Privada com fins lucrativos,35,SP,Sudeste
2342,ISE-CERES,Privada com fins lucrativos,35,SP,Sudeste
2343,FAAO,Privada com fins lucrativos,12,AC,Norte
2346,IFIBE,Privada sem fins lucrativos,43,RS,Sul
2348,IESF,Privada com fins lucrativos,35,SP,Sudeste
2350,ESMAC,Privada com fins lucrativos,15,PA,Norte
2351,PIO XII - DIR,Privada sem fins lucrativos,32,ES,Sudeste
2356,FPA,Privada sem fins lucrativos,15,PA,Norte
2362,FCM,Privada com fins lucrativos,25,PB,Nordeste
2364,FAP,Privada com fins lucrativos,17,TO,Norte
2365,FACTO,Privada sem fins lucrativos,17,TO,Norte
2369,INESA,Privada com fins lucrativos,42,SC,Sul
2383,IMED,Privada com fins lucrativos,43,RS,Sul
2384,FAIBRA,Privada sem fins lucrativos,22,PI,Nordeste
2389,FFTP,Privada sem fins lucrativos,35,SP,Sudeste
2402,FCS,Privada com fins lucrativos,29,BA,Nordeste
2409,ASCES-UNITA,Privada sem fins lucrativos,26,PE,Nordeste
2410,FAC,Privada sem fins lucrativos,23,CE,Nordeste
2413,FAESF,Privada com fins lucrativos,22,PI,Nordeste
2420,FAPAR,Privada sem fins lucrativos,41,PR,Sul
2423,FACIT,Privada sem fins lucrativos,31,MG,Sudeste
2426,FIBRA,Privada com fins lucrativos,15,PA,Norte
2428,FACICA,Privada com fins lucrativos,31,MG,Sudeste
2435,LUMEN FACULDADES,Privada com fins lucrativos,25,PB,Nordeste
2437,PIT TEIXEIRA,Privada com fins lucrativos,29,BA,Nordeste
2440,FCJP,Privada sem fins lucrativos,31,MG,Sudeste
2442,PIO XII - BIO,Privada sem fins lucrativos,32,ES,Sudeste
2444,FJC,Privada sem fins lucrativos,29,BA,Nordeste
2450,PROMOVE,Privada sem fins lucrativos,31,MG,Sudeste
2451,FAINTIPI,Privada sem fins lucrativos,15,PA,Norte
2456,FACHASUL,Privada sem fins lucrativos,50,MS,Centro-Oeste
2459,FEAPA,Privada com fins lucrativos,15,PA,Norte
2462,FSL,Privada sem fins lucrativos,42,SC,Sul
2465,FD,Privada com fins lucrativos,35,SP,Sudeste
2466,FIED,Privada com fins lucrativos,23,CE,Nordeste
2468,ITF,Privada sem fins lucrativos,33,RJ,Sudeste
2469,IMMES,Privada com fins lucrativos,16,AP,Norte
2470,ISEC,Privada sem fins lucrativos,29,BA,Nordeste
2474,FAMAM,Privada com fins lucrativos,29,BA,Nordeste
2475,FAM,Privada sem fins lucrativos,31,MG,Sudeste
2477,FAMA,Privada sem fins lucrativos,31,MG,Sudeste
2478,FISUL,Privada com fins lucrativos,43,RS,Sul
2484,PFD,Privada sem fins lucrativos,53,DF,Centro-Oeste
2485,FCF,Privada sem fins lucrativos,23,CE,Nordeste
2488,FAE,Privada sem fins lucrativos,43,RS,Sul
2491,ISCECAP,Privada sem fins lucrativos,53,DF,Centro-Oeste
2497,FATE,Privada com fins lucrativos,23,CE,Nordeste
2499,FA,Privada com fins lucrativos,29,BA,Nordeste
2501,FESGO,Privada com fins lucrativos,52,GO,Centro-Oeste
2504,FACED,Privada com fins lucrativos,31,MG,Sudeste
2505,FAD,Privada com fins lucrativos,31,MG,Sudeste
2511,FADIG,Privada com fins lucrativos,32,ES,Sudeste
2513,CESA,Privada com fins lucrativos,41,PR,Sul
2521,ISESPI,Privada com fins lucrativos,22,PI,Nordeste
2532,FASUG,Privada com fins lucrativos,52,GO,Centro-Oeste
2536,FARES,Privada com fins lucrativos,14,RR,Norte
2537,FSG,Privada com fins lucrativos,32,ES,Sudeste
2538,FAVENI,Privada com fins lucrativos,32,ES,Sudeste
2539,FAEME,Privada sem fins lucrativos,21,MA,Nordeste
2553,IESULEM,Privada com fins lucrativos,29,BA,Nordeste
2554,FEST,Privada com fins lucrativos,21,MA,Nordeste
2556,UNIFIAM-FAAM,Privada sem fins lucrativos,35,SP,Sudeste
2560,FAESF/UNEF,Privada com fins lucrativos,29,BA,Nordeste
2564,UFCG,Pública Federal,25,PB,Nordeste
2565,UNIABEU,Privada sem fins lucrativos,33,RJ,Sudeste
2566,IESO,Privada sem fins lucrativos,26,PE,Nordeste
2568,FAZAG,Privada sem fins lucrativos,29,BA,Nordeste
2569,CET-FAESA,Privada sem fins lucrativos,32,ES,Sudeste
2571,FACREDENTOR,Privada sem fins lucrativos,33,RJ,Sudeste
2573,FTSA,Privada sem fins lucrativos,41,PR,Sul
2575,FISO,Privada sem fins lucrativos,35,SP,Sudeste
2576,FIPAG,Privada com fins lucrativos,32,ES,Sudeste
2581,FSS,Privada com fins lucrativos,29,BA,Nordeste
2582,UCP,Privada com fins lucrativos,41,PR,Sul
2591,EBEF,Privada sem fins lucrativos,33,RJ,Sudeste
2593,FJN,Privada com fins lucrativos,23,CE,Nordeste
2613,FAMETA,Privada com fins lucrativos,12,AC,Norte
2616,FASAP,Privada com fins lucrativos,33,RJ,Sudeste
2617,FSB/RJ,Privada sem fins lucrativos,33,RJ,Sudeste
2620,FAMPER,Privada com fins lucrativos,41,PR,Sul
2622,ISES,Privada sem fins lucrativos,32,ES,Sudeste
2623,FAT,Privada com fins lucrativos,15,PA,Norte
2624,FLP,Privada com fins lucrativos,41,PR,Sul
2625,IBTA,Privada com fins lucrativos,35,SP,Sudeste
2629,AJES,Privada sem fins lucrativos,51,MT,Centro-Oeste
2630,AJES,Privada sem fins lucrativos,51,MT,Centro-Oeste
2632,UNESULBAHIA,Privada com fins lucrativos,29,BA,Nordeste
2636,FADIP,Privada com fins lucrativos,31,MG,Sudeste
2640,DOCTUM,Privada sem fins lucrativos,32,ES,Sudeste
2642,FASVIPA,Privada sem fins lucrativos,27,AL,Nordeste
2647,FISMA,Privada com fins lucrativos,43,RS,Sul
2652,FACULDADE UNIDA,Privada sem fins lucrativos,32,ES,Sudeste
2653,FAP,Privada sem fins lucrativos,29,BA,Nordeste
2656,FASC,Privada sem fins lucrativos,26,PE,Nordeste
2660,PHENIX,Privada sem fins lucrativos,52,GO,Centro-Oeste
2677,ISESJT,Privada com fins lucrativos,22,PI,Nordeste
2687,FDA,Privada com fins lucrativos,43,RS,Sul
2702,FCJP,Privada com fins lucrativos,17,TO,Norte
2703,FSM,Privada sem fins lucrativos,31,MG,Sudeste
2723,FCR,Privada sem fins lucrativos,26,PE,Nordeste
2724,IESMA,Privada com fins lucrativos,21,MA,Nordeste
2726,INEA,Privada com fins lucrativos,35,SP,Sudeste
2736,ITC,Privada sem fins lucrativos,31,MG,Sudeste
2741,FACDO,Privada sem fins lucrativos,17,TO,Norte
2744,ISE VERA CRUZ,Privada sem fins lucrativos,35,SP,Sudeste
2745,ESAMAZ,Privada com fins lucrativos,15,PA,Norte
2753,FCG,Privada sem fins lucrativos,29,BA,Nordeste
2754,FSP,Privada com fins lucrativos,11,RO,Norte
2755,FAVIM,Privada com fins lucrativos,42,SC,Sul
2756,FAV,Privada com fins lucrativos,52,GO,Centro-Oeste
2761,UESSBA,Privada com fins lucrativos,29,BA,Nordeste
2763,CESG,Privada com fins lucrativos,31,MG,Sudeste
2766,FAEM,Privada com fins lucrativos,42,SC,Sul
2770,FACUNICAMPS,Privada com fins lucrativos,52,GO,Centro-Oeste
2771,CESUPI,Privada com fins lucrativos,29,BA,Nordeste
2773,FAMA,Privada com fins lucrativos,16,AP,Norte
2774,FAFIBE,Privada sem fins lucrativos,35,SP,Sudeste
2775,FAUSB,Privada com fins lucrativos,51,MT,Centro-Oeste
2779,FIOURO,Privada sem fins lucrativos,11,RO,Norte
2783,FATENE,Privada com fins lucrativos,23,CE,Nordeste
2787,FPP,Privada sem fins lucrativos,41,PR,Sul
2793,FACULDADE UBS,Privada com fins lucrativos,35,SP,Sudeste
2794,FAIESP,Privada com fins lucrativos,51,MT,Centro-Oeste
2796,FAI,Privada com fins lucrativos,52,GO,Centro-Oeste
2799,FANEESP,Privada com fins lucrativos,41,PR,Sul
2805,FACIMOD,Privada com fins lucrativos,41,PR,Sul
2808,ITECNE,Privada com fins lucrativos,41,PR,Sul
2811,FAPCOM,Privada sem fins lucrativos,35,SP,Sudeste
2821,IDC,Privada sem fins lucrativos,43,RS,Sul
2826,FACULDADE FÁTIMA,Privada sem fins lucrativos,43,RS,Sul
2827,FAEPI,Privada sem fins lucrativos,22,PI,Nordeste
2831,DOM BOSCO GOIOERÊ,Privada sem fins lucrativos,41,PR,Sul
2832,ISEPRO,Privada com fins lucrativos,22,PI,Nordeste
2835,UNINASSAU,Privada com fins lucrativos,26,PE,Nordeste
2836,SULDAMÉRICA,Privada com fins lucrativos,52,GO,Centro-Oeste
2841,FP,Privada com fins lucrativos,41,PR,Sul
2843,FCMS/JF,Privada com fins lucrativos,31,MG,Sudeste
2844,FSDB,Privada sem fins lucrativos,35,SP,Sudeste
2845,FARR,Privada com fins lucrativos,25,PB,Nordeste
2846,F.T.U.,Privada sem fins lucrativos,35,SP,Sudeste
2849,ESDHC,Privada sem fins lucrativos,31,MG,Sudeste
2855,UNIFIN,Privada com fins lucrativos,43,RS,Sul
2859,FABEL,Privada com fins lucrativos,15,PA,Norte
2870,FASEC,Privada com fins lucrativos,17,TO,Norte
2879,FMC,Privada sem fins lucrativos,35,SP,Sudeste
2886,FAZP,Privada sem fins lucrativos,35,SP,Sudeste
2891,AES,Privada com fins lucrativos,35,SP,Sudeste
2895,FETREMIS,Privada com fins lucrativos,43,RS,Sul
2896,FASATC,Privada sem fins lucrativos,42,SC,Sul
2903,FACC,Privada com fins lucrativos,42,SC,Sul
2904,ESAMC BRASÍLIA,Privada com fins lucrativos,53,DF,Centro-Oeste
2908,FANEC,Privada sem fins lucrativos,24,RN,Nordeste
2909,FACEM,Privada sem fins lucrativos,21,MA,Nordeste
2910,FAVENORTE,Privada com fins lucrativos,31,MG,Sudeste
2911,FAPAN,Privada sem fins lucrativos,15,PA,Norte
2912,FAMAM-FACTAE,Privada com fins lucrativos,29,BA,Nordeste
2915,FPM,Privada sem fins lucrativos,31,MG,Sudeste
2917,FABRAN,Privada sem fins lucrativos,16,AP,Norte
2922,ISEB,Privada com fins lucrativos,35,SP,Sudeste
2927,FDR,Privada com fins lucrativos,31,MG,Sudeste
2935,FACTHUS,Privada com fins lucrativos,31,MG,Sudeste
2944,FACSUL,Privada com fins lucrativos,29,BA,Nordeste
2949,FAP,Privada com fins lucrativos,21,MA,Nordeste
2950,FADERGS,Privada com fins lucrativos,43,RS,Sul
2961,FAPAN,Privada com fins lucrativos,51,MT,Centro-Oeste
2969,OCIDEMNTE,Privada sem fins lucrativos,29,BA,Nordeste
2971,FB,Privada com fins lucrativos,35,SP,Sudeste
3000,FACENOP,Privada com fins lucrativos,51,MT,Centro-Oeste
3004,IESC,Privada com fins lucrativos,27,AL,Nordeste
3008,FACULDADE INPG - SJC,Privada com fins lucrativos,35,SP,Sudeste
3012,FAJOPA,Privada sem fins lucrativos,35,SP,Sudeste
3020,IFASC,Privada com fins lucrativos,52,GO,Centro-Oeste
3021,ISESC,Privada com fins lucrativos,52,GO,Centro-Oeste
3027,FACESI,Privada sem fins lucrativos,41,PR,Sul
3029,FAAM,Privada com fins lucrativos,15,PA,Norte
3034,FACDELTA,Privada com fins lucrativos,29,BA,Nordeste
3042,CHRISFAPI,Privada sem fins lucrativos,22,PI,Nordeste
3051,FAETEL,Privada sem fins lucrativos,35,SP,Sudeste
3099,FPB,Privada com fins lucrativos,25,PB,Nordeste
3117,FS,Privada com fins lucrativos,31,MG,Sudeste
3146,FOR,Privada sem fins lucrativos,26,PE,Nordeste
3148,FAR,Privada com fins lucrativos,26,PE,Nordeste
3149,FPD,Privada com fins lucrativos,31,MG,Sudeste
3151,UNOCHAPECÓ,Privada sem fins lucrativos,42,SC,Sul
3155,FATEC,Privada sem fins lucrativos,42,SC,Sul
3157,ISEAR,Privada com fins lucrativos,52,GO,Centro-Oeste
3158,ISEAAFI,Privada sem fins lucrativos,41,PR,Sul
3159,SENAI -SC - CTAI,Privada sem fins lucrativos,42,SC,Sul
3171,FAE,Privada sem fins lucrativos,43,RS,Sul
3172,UEA,Pública Estadual,13,AM,Norte
3176,ISEE,Privada sem fins lucrativos,43,RS,Sul
